,overall
20737,1.0
22572,5.0
10902,4.0
19625,4.0
15578,4.0
18423,4.0
635,5.0
12416,5.0
3821,5.0
2262,5.0
2257,5.0
14948,5.0
10475,2.0
12273,5.0
21027,5.0
1939,5.0
8148,5.0
7846,5.0
18079,5.0
3805,5.0
8425,4.0
2350,5.0
9479,5.0
11457,4.0
8728,5.0
10508,5.0
5846,4.0
17881,3.0
13056,4.0
18265,4.0
5485,5.0
6254,4.0
17887,1.0
16797,5.0
21856,5.0
22323,4.0
17173,4.0
4090,4.0
47,5.0
9006,2.0
18578,5.0
16595,5.0
723,4.0
9173,5.0
18884,5.0
7617,3.0
11665,3.0
5224,1.0
8361,5.0
4861,5.0
310,4.0
18971,2.0
7707,5.0
19397,5.0
7352,5.0
4576,4.0
8276,5.0
7222,5.0
137,4.0
22344,5.0
7138,5.0
8018,5.0
13363,4.0
7072,4.0
19090,1.0
11075,5.0
13438,3.0
2767,3.0
21986,5.0
15359,5.0
13744,5.0
255,5.0
3224,4.0
22068,4.0
22249,2.0
16839,5.0
21757,4.0
18,4.0
23400,5.0
5219,5.0
6583,1.0
15870,4.0
2288,4.0
23420,5.0
13659,5.0
21056,4.0
3945,5.0
7766,5.0
6417,5.0
11554,4.0
19975,2.0
19251,5.0
20481,4.0
17925,5.0
16556,5.0
9695,5.0
22093,4.0
14275,4.0
6087,4.0
16219,2.0
10420,4.0
15527,4.0
22220,5.0
7555,4.0
8313,5.0
2660,5.0
1601,5.0
4500,5.0
20222,5.0
23173,5.0
19796,5.0
3988,4.0
16101,5.0
22844,4.0
17858,4.0
16316,2.0
12590,5.0
15509,5.0
5847,4.0
10973,3.0
4996,4.0
2287,5.0
11286,4.0
5438,5.0
19033,2.0
17599,5.0
21165,5.0
18209,4.0
5921,5.0
2337,4.0
9737,3.0
18098,5.0
12403,2.0
23182,4.0
15514,5.0
19017,4.0
15410,5.0
15305,3.0
9192,5.0
18941,3.0
61,5.0
13730,4.0
779,4.0
21039,5.0
9588,5.0
746,5.0
23078,4.0
12605,3.0
3534,5.0
19283,5.0
22028,1.0
17312,4.0
12282,5.0
14883,3.0
2881,5.0
16810,4.0
10303,5.0
11463,4.0
12675,5.0
23457,5.0
19898,4.0
1977,5.0
9793,5.0
4623,2.0
20824,5.0
16227,2.0
9834,3.0
4954,5.0
3942,5.0
6208,3.0
10857,5.0
18599,5.0
10119,5.0
384,5.0
19648,5.0
7828,5.0
443,5.0
15302,1.0
9662,5.0
18631,4.0
2962,5.0
2619,5.0
7427,4.0
8590,4.0
12984,5.0
6920,4.0
8896,5.0
14099,4.0
58,5.0
6193,5.0
7877,5.0
7179,5.0
18407,5.0
23734,5.0
11546,5.0
15813,4.0
13824,5.0
16985,5.0
11825,4.0
7947,5.0
5147,5.0
3646,2.0
686,1.0
9870,3.0
23542,5.0
425,4.0
4594,5.0
7278,5.0
6240,5.0
11915,4.0
8299,3.0
6365,4.0
20501,4.0
15377,1.0
10891,5.0
17543,4.0
2061,5.0
8170,4.0
19437,1.0
10512,5.0
13778,5.0
17089,1.0
17964,5.0
2280,5.0
19794,2.0
22657,5.0
2535,5.0
16983,1.0
2575,5.0
17435,5.0
9954,4.0
23416,5.0
14496,5.0
14874,5.0
16522,4.0
2955,5.0
11888,5.0
23161,5.0
5572,5.0
12321,5.0
16795,4.0
11179,1.0
20529,5.0
16658,2.0
18777,4.0
4457,5.0
5948,3.0
2861,5.0
7523,5.0
9719,5.0
10977,3.0
11180,1.0
18193,1.0
13334,5.0
6200,5.0
16478,2.0
12463,3.0
15066,4.0
9131,5.0
10159,1.0
14966,4.0
4022,4.0
12055,4.0
12012,5.0
15018,3.0
13984,4.0
5205,4.0
22213,4.0
23257,4.0
21381,4.0
3833,4.0
2716,5.0
16053,5.0
21999,4.0
15918,3.0
22780,3.0
5859,5.0
9364,4.0
484,5.0
21367,4.0
3754,4.0
11058,4.0
22505,1.0
18068,3.0
18697,4.0
11462,3.0
6715,5.0
1082,4.0
4060,4.0
13589,2.0
10593,4.0
696,1.0
22786,4.0
12311,4.0
417,5.0
23538,5.0
19548,4.0
18986,4.0
3100,5.0
7286,5.0
22867,5.0
8388,4.0
17654,5.0
13603,4.0
16428,4.0
1283,5.0
16005,4.0
3478,4.0
21219,3.0
18660,4.0
18681,1.0
15102,4.0
13214,1.0
6027,5.0
16909,5.0
1633,5.0
13521,1.0
5336,2.0
4271,2.0
17380,5.0
21105,5.0
18953,1.0
11362,4.0
21595,5.0
2538,1.0
1422,4.0
183,5.0
5970,5.0
19212,4.0
21763,5.0
19643,4.0
10629,3.0
5065,5.0
10979,5.0
20906,5.0
19164,4.0
2793,5.0
10183,5.0
13007,4.0
928,4.0
18930,4.0
14396,5.0
19729,5.0
1857,4.0
18108,5.0
7838,5.0
15227,4.0
21630,5.0
1710,5.0
16946,5.0
20791,4.0
14988,3.0
10597,5.0
12784,4.0
9831,5.0
5053,5.0
6444,4.0
8988,5.0
14338,1.0
7684,4.0
17017,4.0
9842,4.0
2977,3.0
4567,5.0
21371,5.0
20706,3.0
17469,5.0
13620,5.0
1356,5.0
15569,5.0
11308,5.0
16148,5.0
21433,5.0
2940,5.0
320,4.0
14522,4.0
5694,4.0
13522,1.0
18879,5.0
10155,4.0
18613,5.0
16977,2.0
15457,4.0
18472,5.0
16310,5.0
17389,5.0
22237,4.0
6001,4.0
19972,4.0
17765,1.0
11612,5.0
12520,4.0
949,4.0
10206,5.0
17702,5.0
1503,5.0
11371,4.0
14043,5.0
20649,3.0
20337,1.0
8059,5.0
8106,5.0
772,1.0
1577,5.0
21736,4.0
1424,5.0
16415,5.0
1811,5.0
15897,5.0
1154,5.0
22925,5.0
21335,5.0
19429,5.0
19450,4.0
6822,3.0
538,4.0
11677,4.0
1874,5.0
10770,5.0
22810,4.0
6340,5.0
200,5.0
17801,4.0
7833,5.0
10434,4.0
11456,5.0
2224,5.0
19181,5.0
3598,5.0
13174,3.0
18846,5.0
5295,5.0
16241,4.0
8546,5.0
4263,5.0
8963,3.0
15773,3.0
5072,4.0
16734,4.0
1385,5.0
23708,5.0
21366,5.0
20816,5.0
8749,3.0
852,4.0
7370,3.0
21954,4.0
9436,5.0
23744,5.0
23474,5.0
10903,4.0
2143,5.0
19190,4.0
17883,1.0
2002,5.0
19732,3.0
15047,5.0
12991,4.0
3424,5.0
20814,4.0
7790,5.0
14498,5.0
6370,5.0
334,5.0
8256,3.0
2799,5.0
9790,5.0
9693,5.0
10210,5.0
6741,5.0
13911,5.0
2390,5.0
4470,4.0
23251,5.0
510,5.0
14197,5.0
22589,1.0
5871,5.0
20433,5.0
4076,5.0
3720,5.0
20303,5.0
1410,5.0
11824,5.0
9626,1.0
14179,2.0
13200,5.0
13435,5.0
23562,5.0
2785,5.0
20848,1.0
8595,5.0
4655,5.0
6244,5.0
13329,3.0
21450,5.0
10673,5.0
14987,3.0
18369,1.0
4837,4.0
9362,5.0
9892,4.0
9635,2.0
6068,4.0
4895,5.0
4380,5.0
16205,5.0
18001,1.0
8359,2.0
13282,3.0
2996,5.0
13482,5.0
4597,5.0
7686,5.0
18195,2.0
4209,5.0
8484,5.0
22565,5.0
18564,5.0
7342,5.0
14373,2.0
3159,5.0
23710,5.0
19465,3.0
1351,2.0
15783,5.0
14093,4.0
5206,5.0
5156,5.0
18045,5.0
14282,5.0
22303,4.0
17910,5.0
2583,5.0
15917,3.0
6206,5.0
3702,3.0
22921,5.0
12833,5.0
15966,3.0
16292,4.0
18340,3.0
3567,5.0
3295,5.0
13563,5.0
4714,4.0
12742,5.0
14176,2.0
14252,4.0
19111,4.0
9910,3.0
16381,4.0
4218,5.0
17892,5.0
19962,1.0
14072,4.0
8087,5.0
6218,4.0
14986,3.0
89,5.0
15865,3.0
7273,5.0
2587,3.0
10292,2.0
19891,1.0
6529,2.0
21333,3.0
20308,4.0
7893,5.0
8780,1.0
21917,5.0
16091,1.0
7652,5.0
21285,5.0
2189,5.0
1212,5.0
18596,5.0
5233,5.0
11268,3.0
16596,5.0
11627,4.0
15688,5.0
21273,2.0
1025,5.0
7561,5.0
5085,5.0
4732,5.0
4347,5.0
23408,2.0
15278,4.0
9287,5.0
3730,4.0
16142,5.0
6018,2.0
11724,4.0
12193,5.0
18054,3.0
21945,4.0
1267,4.0
12775,5.0
22884,2.0
4939,5.0
13910,5.0
15559,5.0
22781,4.0
8224,5.0
312,5.0
2933,1.0
7716,5.0
23758,5.0
269,5.0
20694,3.0
6894,5.0
5884,5.0
11191,2.0
18967,4.0
18176,3.0
13852,3.0
16693,4.0
2078,5.0
6034,5.0
23318,5.0
7242,5.0
14316,5.0
19578,5.0
19044,4.0
14897,3.0
9491,4.0
19629,4.0
20369,5.0
13914,3.0
11682,3.0
16313,4.0
2845,3.0
7328,5.0
10114,5.0
16112,5.0
20908,5.0
13575,4.0
10075,5.0
13054,4.0
18403,5.0
1950,2.0
13361,5.0
6781,5.0
9698,4.0
13274,4.0
14132,1.0
22411,5.0
20111,5.0
10340,3.0
2096,5.0
4859,5.0
846,1.0
12845,5.0
16613,3.0
8288,5.0
7834,4.0
4579,5.0
5506,5.0
12115,4.0
10374,4.0
5966,5.0
3860,5.0
10870,4.0
12956,5.0
22134,3.0
1265,4.0
17303,4.0
14479,5.0
9935,5.0
7925,4.0
19777,4.0
19977,4.0
22976,5.0
4458,4.0
5973,5.0
2448,5.0
17572,5.0
17889,4.0
7087,5.0
14296,2.0
6540,5.0
4669,1.0
7333,5.0
17139,4.0
493,4.0
22550,5.0
9466,4.0
11722,5.0
2614,5.0
12817,5.0
6605,5.0
16842,3.0
15165,1.0
547,4.0
20110,5.0
15495,5.0
5209,5.0
5713,5.0
8942,5.0
4252,5.0
4673,3.0
11115,5.0
4086,4.0
8753,5.0
5374,4.0
18251,4.0
12608,5.0
17232,1.0
8,4.0
7151,3.0
3299,3.0
168,5.0
9465,4.0
712,5.0
19103,4.0
4177,2.0
11231,5.0
10477,4.0
20462,5.0
14304,4.0
8654,5.0
11519,5.0
15038,5.0
1111,5.0
23515,1.0
7479,5.0
21019,5.0
8937,5.0
11736,4.0
1309,5.0
3610,5.0
14157,3.0
1537,5.0
13377,5.0
12953,5.0
16902,4.0
20266,2.0
14928,4.0
17038,5.0
2701,4.0
22105,3.0
14102,2.0
2449,5.0
20334,2.0
11599,3.0
12356,2.0
6220,5.0
17775,5.0
19716,4.0
4922,5.0
13478,5.0
2268,5.0
12288,5.0
9019,4.0
17358,2.0
9385,4.0
10879,5.0
9972,3.0
20782,5.0
6969,5.0
18078,5.0
2171,4.0
4989,4.0
2351,5.0
18800,5.0
10934,5.0
6202,5.0
19714,3.0
8949,1.0
10517,3.0
22633,4.0
2176,5.0
21067,5.0
12928,4.0
1301,4.0
8651,4.0
18573,5.0
10395,4.0
4694,5.0
11261,3.0
16503,5.0
19595,5.0
7646,5.0
7111,5.0
12674,5.0
17488,2.0
18608,4.0
5645,2.0
6463,5.0
1191,5.0
16904,5.0
1632,4.0
8715,5.0
3325,5.0
11538,4.0
3378,5.0
670,5.0
11982,3.0
3140,5.0
1672,2.0
7388,5.0
11933,5.0
10289,4.0
16081,4.0
11184,3.0
13615,2.0
23486,5.0
22100,5.0
7019,5.0
3124,5.0
13608,4.0
7194,5.0
17118,3.0
18083,4.0
14504,5.0
13135,5.0
6292,5.0
481,5.0
17183,5.0
6993,5.0
1114,4.0
18397,3.0
20246,4.0
379,5.0
21033,4.0
4157,5.0
7312,4.0
19905,4.0
14049,5.0
5677,5.0
22248,4.0
643,5.0
18474,3.0
22274,4.0
2803,4.0
3944,4.0
1247,3.0
13240,5.0
15873,4.0
18388,5.0
20102,5.0
13632,5.0
11994,2.0
7854,5.0
20979,5.0
11663,4.0
1724,5.0
20940,4.0
23503,5.0
20754,3.0
13492,5.0
1273,5.0
11224,5.0
17388,5.0
19072,5.0
18763,5.0
19037,3.0
7719,5.0
3006,4.0
8892,5.0
20178,4.0
8558,5.0
11229,5.0
20679,4.0
19122,5.0
3023,5.0
694,5.0
12493,5.0
18838,5.0
7714,5.0
20235,4.0
21188,5.0
20449,5.0
21326,5.0
7413,5.0
2491,5.0
20451,3.0
13112,5.0
13696,4.0
7010,4.0
11487,5.0
15095,5.0
16318,4.0
5235,4.0
18206,1.0
11023,5.0
17189,1.0
13259,4.0
13463,4.0
4849,5.0
12644,4.0
21813,5.0
13739,5.0
1826,5.0
5543,3.0
16948,5.0
10581,5.0
23360,5.0
11694,5.0
5622,5.0
4882,5.0
1456,4.0
4034,3.0
22053,3.0
4941,5.0
7258,5.0
20995,4.0
17785,4.0
21509,5.0
20273,4.0
3616,4.0
69,4.0
11502,2.0
23417,2.0
10465,1.0
20000,3.0
2851,5.0
19262,5.0
10706,5.0
1579,5.0
11056,4.0
18560,2.0
10330,5.0
19858,3.0
8677,5.0
23665,5.0
11645,4.0
2837,5.0
12569,4.0
2895,4.0
14649,5.0
3061,5.0
19709,4.0
20661,4.0
10339,3.0
21743,5.0
12755,5.0
18536,5.0
15488,3.0
888,4.0
6327,5.0
3955,4.0
20025,4.0
22513,5.0
5251,5.0
4195,5.0
6824,5.0
13327,2.0
4130,5.0
4355,5.0
10127,5.0
23570,3.0
15266,4.0
21137,4.0
4032,5.0
17006,4.0
20357,4.0
2297,4.0
16785,3.0
15283,5.0
5875,5.0
6705,5.0
18013,5.0
23335,5.0
13616,2.0
17393,5.0
13186,4.0
6419,5.0
20409,4.0
3731,5.0
16449,4.0
20752,4.0
2662,5.0
6976,5.0
4876,5.0
11943,4.0
8451,1.0
16230,4.0
19060,5.0
13990,5.0
20073,4.0
7320,3.0
18410,4.0
23262,4.0
15550,2.0
9596,4.0
10037,4.0
4810,4.0
21642,4.0
8412,5.0
10928,4.0
1648,1.0
15375,4.0
1771,5.0
21585,3.0
20148,5.0
3941,4.0
17401,5.0
6004,5.0
16629,2.0
16363,5.0
20340,3.0
13542,5.0
17210,4.0
20523,3.0
22470,5.0
23406,5.0
22601,3.0
19772,2.0
15277,4.0
21049,5.0
22109,3.0
23240,5.0
257,4.0
7654,5.0
992,5.0
15955,5.0
1807,5.0
1388,4.0
10707,5.0
19676,5.0
16419,5.0
1272,5.0
6863,2.0
18656,5.0
8475,5.0
23027,3.0
787,5.0
3660,4.0
885,4.0
23031,4.0
15309,2.0
12695,5.0
1330,4.0
19902,4.0
22839,2.0
3524,5.0
4786,5.0
13312,4.0
6418,3.0
11327,5.0
4190,4.0
11549,5.0
17733,1.0
11206,5.0
15176,5.0
17069,5.0
8038,5.0
403,4.0
15641,4.0
17162,5.0
6692,5.0
10124,5.0
4640,2.0
6093,5.0
11712,5.0
10859,5.0
5385,2.0
15736,5.0
21427,4.0
10579,5.0
22966,5.0
23323,5.0
2657,5.0
5941,5.0
15412,3.0
9921,5.0
7992,5.0
1975,3.0
13256,4.0
2301,5.0
7662,4.0
12547,5.0
2862,4.0
2137,5.0
418,5.0
22120,4.0
3635,5.0
22543,5.0
12749,5.0
857,4.0
19259,5.0
5885,3.0
16999,4.0
7402,5.0
9318,5.0
18292,5.0
4002,2.0
22386,5.0
10894,4.0
14844,4.0
3014,4.0
6451,5.0
11355,5.0
7985,5.0
25,5.0
18226,1.0
654,4.0
18042,5.0
18563,4.0
22532,4.0
10145,4.0
3577,5.0
21055,5.0
2062,5.0
20633,1.0
23349,5.0
17781,1.0
10793,4.0
16358,3.0
13722,5.0
4780,5.0
23020,3.0
655,5.0
3943,5.0
1650,5.0
12963,4.0
13504,5.0
12118,4.0
18148,5.0
14910,2.0
6250,5.0
21467,5.0
1930,5.0
16551,4.0
19010,4.0
15455,5.0
11163,3.0
11742,3.0
5771,5.0
20825,2.0
3691,3.0
3933,5.0
22277,4.0
4366,4.0
13892,5.0
18976,5.0
14106,4.0
16891,3.0
6409,3.0
4617,4.0
7248,5.0
13028,5.0
2347,5.0
8745,3.0
21135,5.0
16749,4.0
9594,5.0
14471,5.0
12128,5.0
3029,5.0
10983,1.0
7488,3.0
13858,3.0
140,5.0
13558,4.0
15435,5.0
12166,5.0
9329,4.0
8830,5.0
4483,4.0
15834,4.0
5263,5.0
4259,5.0
21968,1.0
23496,5.0
2311,5.0
16038,5.0
21689,3.0
4140,4.0
1079,4.0
12554,5.0
1893,4.0
14463,3.0
10956,5.0
22748,4.0
1995,5.0
17369,4.0
3282,5.0
1416,5.0
17614,5.0
1323,4.0
22820,3.0
108,5.0
20602,5.0
14889,4.0
9754,5.0
3603,4.0
16076,4.0
2781,3.0
639,5.0
10944,5.0
12445,5.0
9762,5.0
9995,5.0
21008,5.0
22711,5.0
11288,4.0
7717,4.0
5397,4.0
6230,5.0
23308,5.0
6361,5.0
12007,5.0
13280,5.0
18722,4.0
7952,5.0
886,5.0
8954,4.0
999,5.0
117,5.0
1052,5.0
3466,5.0
12122,4.0
21746,5.0
10098,4.0
22956,5.0
9938,4.0
9520,4.0
8123,5.0
4729,5.0
3966,4.0
20768,5.0
13847,5.0
14903,1.0
23767,5.0
7567,4.0
22587,5.0
19016,5.0
12630,4.0
11427,5.0
14480,5.0
17630,5.0
19225,4.0
14325,1.0
2734,4.0
22161,4.0
7631,3.0
6508,4.0
8736,5.0
8433,3.0
15292,5.0
18686,4.0
23544,3.0
10195,4.0
1094,5.0
1394,5.0
1536,5.0
2877,5.0
7667,5.0
13261,5.0
15753,5.0
7611,4.0
3062,5.0
5762,5.0
8605,5.0
3814,5.0
10403,4.0
15422,3.0
5868,5.0
6851,5.0
23157,4.0
15409,5.0
20043,3.0
3780,5.0
23778,5.0
14041,4.0
6647,5.0
966,4.0
8973,4.0
4242,5.0
17982,4.0
16704,3.0
1375,5.0
10184,5.0
11005,5.0
22643,4.0
4569,5.0
17918,5.0
16508,5.0
19644,4.0
8287,5.0
19827,5.0
6003,5.0
11299,5.0
20307,3.0
5869,5.0
1871,5.0
5020,4.0
7276,5.0
4110,4.0
3041,5.0
23682,4.0
19361,2.0
14456,5.0
12160,3.0
5862,5.0
13801,3.0
12746,4.0
12495,4.0
7755,5.0
19099,4.0
3292,4.0
2683,4.0
1386,3.0
17678,5.0
7365,4.0
16579,4.0
19771,3.0
23229,5.0
4779,5.0
8867,5.0
15394,4.0
15625,5.0
22670,5.0
8615,5.0
12878,3.0
17402,5.0
15280,4.0
3461,5.0
23359,5.0
12222,5.0
15906,5.0
18440,4.0
14669,3.0
15953,5.0
3664,4.0
7002,5.0
19737,2.0
23042,4.0
23552,5.0
23043,5.0
16720,5.0
6118,5.0
6897,5.0
17140,4.0
15019,3.0
5656,5.0
16846,4.0
10877,4.0
13989,5.0
21061,4.0
3212,5.0
14269,4.0
442,3.0
5154,1.0
21785,4.0
22472,5.0
21577,4.0
2303,4.0
1891,5.0
19382,1.0
9059,5.0
14884,3.0
20247,4.0
21957,1.0
14315,5.0
9965,4.0
16017,1.0
18958,4.0
5982,4.0
16226,3.0
20818,4.0
21687,4.0
18935,3.0
11491,5.0
7189,5.0
11408,4.0
8594,5.0
6594,5.0
4908,5.0
8234,5.0
13871,5.0
12521,5.0
7715,5.0
4934,4.0
20048,4.0
9411,4.0
13957,4.0
17971,5.0
5091,5.0
19756,4.0
1916,5.0
1349,5.0
22742,2.0
92,5.0
15191,5.0
16955,4.0
17560,4.0
4809,4.0
7015,4.0
13051,5.0
903,4.0
15333,4.0
20912,5.0
1455,4.0
5810,5.0
6662,5.0
14580,5.0
17407,4.0
17223,5.0
2510,5.0
18095,1.0
22872,4.0
22454,4.0
12224,2.0
14976,4.0
18803,5.0
5815,5.0
11319,3.0
1715,4.0
6069,5.0
8352,4.0
9723,4.0
4377,4.0
291,5.0
11192,2.0
2839,5.0
15750,4.0
17199,1.0
5763,5.0
20159,5.0
7706,5.0
17009,5.0
830,4.0
12023,2.0
17735,3.0
17595,5.0
23387,5.0
21831,5.0
12925,5.0
20588,4.0
9271,5.0
3075,3.0
14827,1.0
14824,5.0
21076,4.0
22770,5.0
6765,4.0
21495,4.0
3669,5.0
369,5.0
17297,3.0
17,5.0
2903,4.0
14285,4.0
9862,3.0
14140,5.0
14237,5.0
11151,3.0
21569,5.0
12385,4.0
20446,4.0
7219,5.0
3778,4.0
4677,5.0
3566,4.0
10817,5.0
1240,5.0
4006,2.0
7147,3.0
13805,4.0
8539,3.0
21327,5.0
9324,5.0
13662,4.0
5038,5.0
12378,5.0
23592,5.0
8237,4.0
10428,5.0
3709,4.0
11698,5.0
3071,5.0
13332,3.0
4892,5.0
5056,3.0
23409,5.0
9907,4.0
9336,4.0
1179,4.0
11938,4.0
1377,5.0
20080,5.0
4449,5.0
15590,5.0
16105,5.0
4473,5.0
16542,4.0
19160,5.0
8553,4.0
16870,3.0
6677,5.0
5854,5.0
5718,5.0
17111,4.0
17479,5.0
19189,4.0
7103,5.0
10836,4.0
15469,5.0
11526,5.0
12228,5.0
17194,4.0
6516,5.0
10269,5.0
6947,4.0
21271,4.0
22101,4.0
1285,5.0
9259,3.0
504,4.0
15188,5.0
19008,5.0
220,5.0
19861,4.0
7588,5.0
7112,4.0
9546,1.0
2178,5.0
19057,5.0
1729,5.0
15485,5.0
3257,4.0
21640,4.0
15181,5.0
13138,4.0
16414,5.0
10068,5.0
11641,5.0
4572,5.0
14875,3.0
15074,4.0
1288,5.0
14979,5.0
20767,1.0
3346,5.0
10342,4.0
23300,4.0
17096,5.0
7689,5.0
1224,5.0
15585,5.0
12666,4.0
13285,5.0
18597,2.0
14352,1.0
18496,4.0
13713,4.0
21017,5.0
22835,5.0
14699,1.0
1037,4.0
5751,5.0
8088,4.0
5448,5.0
18162,5.0
613,5.0
4716,5.0
715,5.0
2685,5.0
6995,4.0
22162,4.0
2458,5.0
13348,4.0
23298,5.0
5194,4.0
14823,5.0
18805,5.0
21619,5.0
7322,5.0
16483,4.0
23217,5.0
1991,3.0
5238,3.0
16886,4.0
5675,4.0
15649,2.0
2949,4.0
12362,5.0
4990,5.0
2140,5.0
18544,4.0
15803,3.0
17482,1.0
11560,3.0
13172,1.0
1911,5.0
682,5.0
4305,5.0
9309,5.0
3356,5.0
2174,5.0
1938,5.0
12182,5.0
2308,2.0
9246,5.0
155,1.0
517,5.0
16218,5.0
16377,4.0
3582,5.0
14594,5.0
1363,3.0
7641,5.0
19790,5.0
2321,5.0
17122,4.0
9286,4.0
3038,5.0
23109,3.0
21916,3.0
7215,4.0
1008,4.0
20820,3.0
10296,4.0
13776,5.0
9848,5.0
17608,1.0
22652,5.0
15784,5.0
21054,3.0
2865,5.0
19770,5.0
8503,5.0
23352,5.0
12302,4.0
7289,4.0
6456,4.0
15169,3.0
1562,4.0
2584,5.0
3434,4.0
3263,4.0
1208,4.0
6628,5.0
20656,4.0
12443,4.0
8056,3.0
16967,5.0
2374,4.0
12894,2.0
8327,5.0
13068,4.0
7224,5.0
5983,5.0
13093,3.0
23453,5.0
3096,5.0
5527,5.0
13183,5.0
15057,3.0
12237,5.0
6919,4.0
2531,5.0
1209,4.0
17884,4.0
19126,4.0
563,4.0
13328,2.0
21323,1.0
15056,5.0
1337,5.0
13823,5.0
4471,5.0
8264,2.0
6725,4.0
7187,3.0
12052,5.0
10006,4.0
2668,5.0
12615,1.0
21691,4.0
1026,5.0
20984,2.0
22332,4.0
22483,4.0
1324,5.0
11394,4.0
1020,4.0
20653,4.0
188,5.0
16276,5.0
23686,3.0
10729,2.0
6209,4.0
11964,5.0
17391,5.0
5563,5.0
26,5.0
2175,5.0
2753,5.0
21755,4.0
3050,5.0
21951,4.0
412,5.0
8007,5.0
2990,5.0
1509,5.0
13594,5.0
1512,5.0
17076,2.0
22848,4.0
5093,5.0
9554,1.0
21539,5.0
17994,5.0
12438,5.0
13752,5.0
6869,3.0
21029,5.0
4763,5.0
8662,4.0
7915,5.0
19590,5.0
13421,5.0
9524,3.0
18181,5.0
16739,5.0
13008,4.0
5309,5.0
16229,4.0
18713,5.0
21632,5.0
5159,5.0
18538,5.0
23163,4.0
8589,5.0
9086,5.0
4339,5.0
15207,5.0
22005,3.0
11948,4.0
19491,5.0
16993,5.0
4818,3.0
6680,5.0
781,5.0
14268,4.0
9960,5.0
17201,4.0
8273,5.0
19176,4.0
8560,5.0
9410,5.0
15985,5.0
11827,4.0
1754,5.0
19502,4.0
15272,4.0
6582,5.0
17772,4.0
582,5.0
14830,1.0
5203,4.0
15849,4.0
17719,5.0
17730,3.0
2797,3.0
9221,5.0
11858,5.0
19932,4.0
7175,5.0
12637,5.0
19091,4.0
23273,5.0
10072,4.0
8315,3.0
8815,1.0
10115,5.0
1741,5.0
7601,5.0
17040,5.0
12103,4.0
8307,4.0
8338,5.0
22169,3.0
17013,3.0
7354,5.0
13479,5.0
18618,5.0
20145,5.0
14807,4.0
7277,5.0
1146,3.0
16188,5.0
19442,5.0
4744,5.0
7793,4.0
18288,5.0
20034,4.0
20317,2.0
17859,5.0
6709,4.0
22350,3.0
11059,4.0
21549,5.0
19014,4.0
22232,4.0
22099,4.0
23246,2.0
19832,5.0
11532,5.0
16622,5.0
11734,5.0
11548,4.0
5830,4.0
7978,4.0
7520,5.0
1997,5.0
12205,4.0
6590,1.0
21598,5.0
14454,5.0
11522,3.0
7203,5.0
13368,4.0
8432,5.0
17626,4.0
16406,5.0
16118,4.0
13634,4.0
22354,5.0
1419,4.0
15872,5.0
15042,4.0
19185,4.0
20248,5.0
22885,5.0
19923,5.0
2201,3.0
14637,5.0
9370,4.0
21196,3.0
5687,5.0
12077,5.0
3204,3.0
21483,4.0
16244,5.0
11488,5.0
13469,1.0
20563,5.0
6486,4.0
23776,4.0
4393,5.0
11904,5.0
17568,5.0
2050,5.0
1545,5.0
3519,5.0
15304,5.0
9854,4.0
17311,4.0
14513,3.0
3067,5.0
13613,5.0
19338,2.0
20270,1.0
7089,5.0
22047,4.0
15456,5.0
2145,5.0
18134,3.0
15567,4.0
19674,4.0
207,5.0
20283,5.0
8292,5.0
2479,5.0
14309,3.0
6224,4.0
3535,4.0
12180,5.0
22840,5.0
6701,4.0
3951,5.0
10667,5.0
3139,5.0
13566,5.0
7633,5.0
3551,3.0
21099,5.0
4037,5.0
11879,4.0
11324,1.0
20674,5.0
14565,3.0
9877,3.0
3706,3.0
17429,5.0
17779,3.0
22830,3.0
8582,5.0
2271,4.0
15929,4.0
13029,5.0
6687,4.0
5555,3.0
10941,5.0
14862,4.0
14701,4.0
2459,5.0
10876,4.0
12922,4.0
16013,2.0
19719,4.0
3265,5.0
8218,4.0
7518,5.0
10435,5.0
6921,3.0
19504,4.0
2627,4.0
11984,2.0
16504,5.0
1917,5.0
21233,5.0
13047,5.0
3597,5.0
17915,5.0
4105,5.0
23631,5.0
5435,4.0
2943,5.0
12921,4.0
7399,5.0
8281,5.0
3541,3.0
9758,1.0
5153,5.0
10487,5.0
12112,4.0
14880,3.0
10351,4.0
16450,4.0
6236,5.0
13071,5.0
22971,5.0
19417,5.0
20566,4.0
21811,5.0
16515,4.0
18201,4.0
11112,4.0
5890,5.0
22973,5.0
12082,3.0
6689,4.0
19371,4.0
7927,3.0
12272,4.0
19012,1.0
6231,5.0
4492,5.0
7444,5.0
23588,5.0
18210,5.0
7345,4.0
3704,5.0
5323,4.0
4845,5.0
11653,5.0
19353,5.0
14990,3.0
3808,5.0
5672,5.0
8421,5.0
5382,4.0
9406,5.0
8829,5.0
4905,5.0
9073,3.0
10533,4.0
6872,5.0
20591,4.0
17742,4.0
4187,4.0
19058,5.0
13867,4.0
21484,5.0
11810,4.0
17374,4.0
9264,5.0
14548,5.0
9140,4.0
9527,4.0
20844,3.0
23628,5.0
16813,4.0
19336,1.0
7776,5.0
5767,5.0
5008,5.0
74,4.0
22348,4.0
7543,5.0
22353,5.0
22578,5.0
14458,4.0
9243,4.0
5546,5.0
9103,3.0
21903,4.0
18230,5.0
22464,5.0
7552,4.0
4040,5.0
22054,4.0
3953,5.0
