,overall
1169,3.0
4993,5.0
19096,4.0
12903,5.0
12173,5.0
9219,5.0
15355,5.0
18442,4.0
16707,4.0
16166,4.0
18862,3.0
15468,1.0
12399,2.0
526,3.0
2694,3.0
23621,5.0
13294,5.0
139,5.0
21645,3.0
17403,4.0
1302,2.0
10192,5.0
11606,5.0
6800,5.0
8053,4.0
8252,4.0
19013,4.0
19569,3.0
10099,4.0
19278,4.0
6038,5.0
10307,5.0
8076,3.0
15884,1.0
15203,5.0
11471,5.0
12930,5.0
15871,5.0
3677,4.0
10297,5.0
14625,4.0
13693,3.0
8755,5.0
17519,5.0
18727,4.0
18908,2.0
18535,4.0
15261,4.0
1256,4.0
23640,5.0
6137,5.0
14909,2.0
22420,4.0
9681,5.0
17668,5.0
20474,4.0
23430,2.0
22194,5.0
10360,5.0
16807,2.0
1921,5.0
3507,5.0
19588,5.0
5770,5.0
6612,5.0
15374,5.0
18487,5.0
16096,4.0
10365,2.0
14733,5.0
9686,5.0
17000,4.0
4919,5.0
3063,5.0
6616,5.0
1029,5.0
5452,5.0
1499,5.0
17999,1.0
20206,4.0
14423,4.0
19540,5.0
11146,5.0
6766,4.0
15508,5.0
19713,4.0
17094,5.0
9111,5.0
7939,4.0
1081,5.0
7233,5.0
6374,5.0
21773,3.0
5372,4.0
667,5.0
7056,5.0
14759,4.0
21207,1.0
20008,5.0
15145,3.0
23461,5.0
5536,4.0
7428,5.0
9313,4.0
10895,4.0
12965,5.0
15862,3.0
9499,4.0
10018,3.0
297,5.0
21688,3.0
5100,4.0
8970,5.0
17672,2.0
15331,2.0
6696,2.0
6143,5.0
7672,3.0
18987,4.0
9204,4.0
8630,4.0
12891,3.0
8836,4.0
17531,4.0
12411,5.0
12854,4.0
5036,4.0
8953,5.0
12528,3.0
4888,5.0
20335,4.0
9629,2.0
23611,5.0
2069,5.0
600,5.0
9619,3.0
12204,5.0
22345,5.0
10572,5.0
9195,3.0
4438,5.0
16767,5.0
14141,1.0
2365,5.0
20695,4.0
1982,5.0
6901,5.0
3768,5.0
3314,4.0
15290,5.0
17855,5.0
4273,5.0
5270,5.0
19657,4.0
13460,5.0
6937,5.0
17206,5.0
4900,5.0
20784,4.0
15353,1.0
14438,5.0
21609,5.0
2427,5.0
22858,5.0
4203,5.0
20276,4.0
16550,5.0
666,5.0
23634,4.0
2987,4.0
9792,5.0
1737,5.0
5952,5.0
15984,5.0
22825,5.0
4765,4.0
10237,5.0
13997,5.0
22526,4.0
15923,1.0
14478,3.0
14271,3.0
9248,4.0
16719,5.0
22705,4.0
11000,5.0
3752,4.0
2860,3.0
15316,2.0
15881,2.0
23212,3.0
21824,5.0
6265,5.0
1980,4.0
9119,5.0
9630,2.0
4189,4.0
10829,5.0
16782,4.0
11090,5.0
11521,3.0
13719,5.0
3183,5.0
4115,5.0
11750,5.0
19004,3.0
10693,5.0
5924,5.0
21426,5.0
15727,3.0
9521,3.0
14255,4.0
1015,5.0
20129,3.0
12175,5.0
22383,5.0
7696,4.0
10565,5.0
10152,4.0
14452,5.0
3189,5.0
8851,5.0
10298,5.0
11740,1.0
23333,5.0
11617,5.0
17283,4.0
6285,3.0
10703,5.0
13943,3.0
21564,4.0
18072,3.0
18978,5.0
4553,3.0
23407,4.0
5583,5.0
432,5.0
3695,5.0
13162,4.0
20092,5.0
17306,5.0
12422,1.0
11322,4.0
21132,1.0
9590,5.0
11868,5.0
5456,4.0
23233,5.0
10890,2.0
11461,3.0
22063,5.0
5496,5.0
7334,5.0
15532,4.0
4708,4.0
20445,3.0
20428,4.0
17722,5.0
9295,5.0
13581,1.0
11924,1.0
6185,4.0
12469,2.0
21735,4.0
21823,1.0
10432,4.0
12927,4.0
11475,4.0
13373,5.0
23209,3.0
11143,5.0
11716,4.0
1948,5.0
3290,4.0
18334,5.0
945,5.0
8993,4.0
8644,5.0
4250,5.0
22140,3.0
3131,5.0
822,3.0
13470,1.0
23612,3.0
12865,3.0
597,5.0
14094,4.0
13049,3.0
5027,5.0
850,5.0
8215,5.0
8387,5.0
5425,3.0
1581,5.0
6881,5.0
20954,5.0
6350,4.0
23756,4.0
6323,5.0
20116,3.0
17659,5.0
5378,5.0
13543,5.0
4183,5.0
14955,5.0
16702,5.0
16696,4.0
20619,4.0
21841,4.0
51,5.0
17873,5.0
2408,3.0
3102,5.0
18942,5.0
17484,5.0
22686,5.0
15312,1.0
16950,5.0
3280,5.0
13977,5.0
8150,5.0
18387,2.0
7321,5.0
17970,5.0
3136,5.0
18287,5.0
14426,5.0
18312,5.0
9556,3.0
10254,5.0
23725,5.0
15005,5.0
22970,3.0
528,1.0
16893,3.0
17245,4.0
22506,3.0
99,4.0
7804,5.0
23759,3.0
19457,5.0
1959,5.0
18807,5.0
20330,5.0
5853,5.0
8801,5.0
8244,5.0
13131,5.0
3025,5.0
17239,5.0
11363,4.0
15541,4.0
4657,5.0
22459,5.0
7785,5.0
5848,5.0
21541,4.0
19463,4.0
21187,4.0
6759,4.0
12889,3.0
7171,4.0
21203,4.0
8722,5.0
22042,4.0
5318,5.0
2462,4.0
19281,3.0
17525,5.0
18311,5.0
18152,5.0
9114,4.0
22286,4.0
13123,4.0
9855,4.0
12881,5.0
21748,5.0
10772,1.0
11166,5.0
2599,2.0
3499,4.0
23414,5.0
4043,5.0
16045,4.0
6405,5.0
18894,4.0
3485,4.0
423,5.0
14047,5.0
5243,5.0
6052,1.0
13124,4.0
5120,5.0
13012,3.0
19683,4.0
13070,5.0
16525,5.0
5213,5.0
8355,4.0
20657,4.0
1328,5.0
16865,4.0
21080,4.0
12060,5.0
5807,5.0
14184,5.0
4660,5.0
10172,3.0
11564,4.0
5287,4.0
9058,5.0
10333,4.0
1365,5.0
3734,4.0
18791,4.0
16305,4.0
21268,4.0
5584,5.0
2537,5.0
10818,5.0
2223,5.0
6306,1.0
282,5.0
21774,5.0
21288,3.0
3407,3.0
7767,5.0
20596,5.0
10964,5.0
4713,5.0
653,5.0
15912,5.0
3,5.0
9052,5.0
7396,5.0
12790,4.0
4401,4.0
8798,5.0
2469,5.0
7021,4.0
7003,5.0
11711,5.0
6498,4.0
18770,4.0
18776,4.0
5478,5.0
10020,4.0
20680,2.0
22253,5.0
12194,5.0
5293,4.0
14190,4.0
11620,5.0
5518,5.0
10735,1.0
22943,2.0
7231,5.0
3458,5.0
14222,4.0
10350,2.0
1739,5.0
18371,4.0
4211,5.0
19745,3.0
22112,5.0
23381,5.0
17987,2.0
22067,5.0
10694,5.0
17320,1.0
17590,5.0
5393,5.0
16660,3.0
20578,5.0
21594,4.0
16004,5.0
16177,5.0
16934,1.0
5117,5.0
6671,5.0
2671,5.0
21905,5.0
7264,5.0
14790,4.0
14085,5.0
3531,5.0
21674,5.0
17665,4.0
15505,5.0
14757,5.0
11413,4.0
21319,5.0
10106,5.0
7997,4.0
8822,4.0
6906,5.0
10699,5.0
9945,4.0
2411,5.0
1042,5.0
23299,4.0
21278,3.0
18905,5.0
3958,3.0
2921,5.0
4295,5.0
2072,5.0
18661,4.0
5980,5.0
7157,5.0
12862,5.0
16536,4.0
18234,4.0
7296,5.0
13417,5.0
15338,3.0
17945,1.0
20241,5.0
23556,5.0
14459,4.0
5426,5.0
10394,5.0
12740,4.0
11152,3.0
12423,3.0
22372,5.0
13959,5.0
3278,5.0
650,4.0
22772,2.0
9956,3.0
17319,1.0
190,5.0
16644,4.0
2621,5.0
23278,3.0
5586,5.0
20448,5.0
8929,5.0
14151,4.0
3262,4.0
13742,2.0
454,4.0
4607,5.0
17791,5.0
6026,4.0
16451,4.0
2931,4.0
20533,3.0
5214,4.0
23432,3.0
16553,3.0
16688,4.0
19302,5.0
9214,1.0
1795,5.0
15484,3.0
14925,5.0
6412,5.0
8807,5.0
18842,1.0
8468,4.0
22991,4.0
2556,5.0
16626,5.0
11309,5.0
7908,4.0
157,4.0
9253,5.0
10773,1.0
19492,5.0
6275,2.0
21200,4.0
15178,5.0
23598,3.0
5906,4.0
685,5.0
22552,3.0
1791,5.0
12694,4.0
22377,5.0
12333,4.0
3508,5.0
8586,5.0
4761,5.0
21121,5.0
15411,3.0
9164,5.0
2740,4.0
17344,5.0
18887,4.0
17034,5.0
23727,5.0
21922,4.0
11046,5.0
22325,4.0
13219,5.0
14766,5.0
18296,5.0
20292,2.0
215,1.0
4168,5.0
23564,4.0
4379,5.0
4870,5.0
1643,4.0
17376,5.0
14068,3.0
18740,5.0
20237,4.0
16426,3.0
17802,5.0
12441,5.0
9386,4.0
17317,5.0
22539,4.0
5412,5.0
2487,5.0
13936,5.0
19970,4.0
7848,4.0
18711,5.0
21139,3.0
19377,4.0
14725,4.0
23301,5.0
8270,5.0
3397,5.0
20215,3.0
9874,5.0
14238,5.0
13400,5.0
18378,4.0
18875,4.0
21217,4.0
8094,5.0
15673,3.0
1810,5.0
17981,2.0
17548,4.0
3795,4.0
20066,5.0
18870,2.0
10955,5.0
17187,4.0
13043,3.0
17224,5.0
11989,4.0
19034,4.0
6991,4.0
15863,3.0
22308,5.0
8408,4.0
633,5.0
21182,1.0
13660,5.0
13902,5.0
2484,5.0
19685,2.0
5234,5.0
2555,4.0
23666,5.0
2653,5.0
5580,5.0
23761,3.0
12409,5.0
10768,3.0
21859,3.0
1000,5.0
9857,3.0
9957,1.0
13657,5.0
22264,4.0
22008,5.0
10762,5.0
17191,3.0
17928,1.0
20348,5.0
3764,3.0
4897,5.0
10196,4.0
9688,5.0
6833,3.0
5977,5.0
8670,5.0
9674,4.0
9071,2.0
20058,4.0
20510,5.0
9025,5.0
7295,5.0
11018,3.0
7954,5.0
5504,5.0
19483,5.0
20130,3.0
663,5.0
16805,4.0
10272,3.0
21444,4.0
8910,5.0
9797,5.0
19392,5.0
6287,4.0
17703,5.0
17845,4.0
6487,5.0
236,4.0
7522,3.0
1846,4.0
657,5.0
8246,5.0
10017,3.0
22981,5.0
11646,4.0
23148,4.0
16663,3.0
23520,5.0
5616,4.0
22217,4.0
18772,4.0
19027,5.0
2624,4.0
9542,4.0
12968,5.0
21612,4.0
483,5.0
5208,3.0
4343,3.0
8576,4.0
11992,4.0
2191,4.0
20277,3.0
13079,4.0
17573,5.0
17882,4.0
42,3.0
3329,5.0
19564,5.0
15745,5.0
11664,4.0
8259,5.0
22666,5.0
409,4.0
12401,4.0
22531,4.0
18399,4.0
12395,1.0
12814,2.0
9275,5.0
14227,5.0
18447,5.0
15686,5.0
1089,5.0
7577,4.0
18395,4.0
6440,5.0
10580,5.0
22681,5.0
3239,1.0
9330,4.0
19840,2.0
9833,3.0
12129,5.0
18313,4.0
7064,5.0
23529,3.0
6779,5.0
23026,5.0
6639,4.0
22690,4.0
19543,5.0
14256,4.0
20086,4.0
1233,5.0
7697,4.0
11335,5.0
9836,5.0
16789,3.0
15016,3.0
13307,2.0
15642,4.0
601,5.0
18237,4.0
17423,4.0
23287,5.0
17677,5.0
8236,5.0
968,3.0
19924,3.0
18501,1.0
15293,5.0
11418,3.0
18285,4.0
11015,5.0
15234,5.0
4432,5.0
4371,4.0
15604,4.0
18630,5.0
6201,3.0
68,5.0
21088,4.0
2561,5.0
12847,5.0
12704,5.0
22509,4.0
21858,5.0
17449,5.0
10954,2.0
17207,1.0
4961,4.0
16636,2.0
22019,2.0
10418,5.0
16874,5.0
15734,3.0
7988,5.0
9810,4.0
2077,5.0
2768,3.0
3149,5.0
19242,4.0
18305,4.0
16382,4.0
20372,5.0
16907,5.0
1595,2.0
17514,5.0
18695,5.0
20528,5.0
9199,5.0
19308,4.0
9494,5.0
15839,5.0
10467,4.0
13243,2.0
22115,4.0
15627,4.0
3371,1.0
22233,5.0
5886,3.0
15530,4.0
1578,5.0
2215,5.0
17551,4.0
12370,4.0
17346,4.0
2745,3.0
16560,5.0
20169,5.0
10550,4.0
18319,5.0
21970,4.0
22362,4.0
4912,5.0
14342,5.0
1225,5.0
20172,5.0
20386,5.0
7431,5.0
17878,5.0
8544,5.0
23766,5.0
1553,5.0
8497,4.0
6746,4.0
9438,5.0
11775,5.0
14571,3.0
17460,4.0
14826,4.0
20495,5.0
7837,5.0
19571,5.0
11863,5.0
21373,5.0
1627,4.0
1940,5.0
12025,5.0
3803,5.0
11675,5.0
4650,4.0
12727,5.0
1763,5.0
4704,5.0
20176,5.0
1075,5.0
21275,4.0
7673,5.0
17428,2.0
14647,5.0
18286,5.0
17432,4.0
9082,5.0
23567,4.0
8390,5.0
19316,3.0
15197,5.0
1432,5.0
18352,4.0
13010,5.0
23076,5.0
15339,4.0
21314,4.0
15464,1.0
11259,5.0
20746,4.0
4039,4.0
20662,5.0
19843,4.0
17454,5.0
19219,3.0
13658,5.0
8430,5.0
19194,4.0
6905,5.0
10628,4.0
13386,4.0
800,5.0
18968,5.0
23291,4.0
5990,5.0
23795,5.0
23,4.0
22873,4.0
820,1.0
14596,4.0
6014,5.0
16571,5.0
1405,4.0
21989,5.0
15462,5.0
1720,5.0
1899,5.0
23508,5.0
5857,5.0
8542,5.0
3088,5.0
18221,5.0
11605,5.0
21718,5.0
15362,5.0
6636,5.0
15670,5.0
14119,3.0
7930,5.0
17594,5.0
10525,5.0
11295,3.0
19792,1.0
3233,4.0
2588,4.0
10201,5.0
1036,5.0
1717,4.0
17860,5.0
13397,3.0
10321,5.0
2755,5.0
4167,5.0
14711,3.0
9400,5.0
17867,4.0
11674,5.0
4661,4.0
3876,5.0
15731,3.0
6086,5.0
17506,4.0
3321,5.0
925,4.0
7275,4.0
23147,3.0
13278,5.0
3039,5.0
4955,4.0
22785,4.0
7747,4.0
22437,4.0
1325,5.0
17944,4.0
18972,3.0
5779,5.0
20257,4.0
12059,5.0
7663,5.0
20868,5.0
11443,5.0
4676,3.0
23210,5.0
20295,5.0
8944,5.0
1644,5.0
11619,5.0
17906,5.0
7762,5.0
11980,4.0
6603,5.0
9356,5.0
18760,3.0
21561,2.0
4443,4.0
18670,5.0
19326,4.0
2852,4.0
10371,5.0
16577,5.0
4194,5.0
17190,1.0
12404,2.0
22859,5.0
4217,5.0
1316,5.0
1703,5.0
21235,1.0
16014,2.0
15185,5.0
12789,4.0
14892,4.0
23479,5.0
19627,5.0
4717,5.0
16942,3.0
10077,5.0
873,5.0
17818,3.0
420,5.0
15103,4.0
871,5.0
20490,4.0
14549,4.0
9236,4.0
12183,5.0
2,5.0
18955,3.0
7076,5.0
13212,3.0
7502,4.0
17492,5.0
10635,5.0
12510,5.0
2746,5.0
10613,1.0
3359,5.0
20356,3.0
17995,5.0
12316,2.0
349,5.0
19992,2.0
22056,5.0
16295,3.0
18433,4.0
23447,4.0
8655,5.0
19515,3.0
13061,5.0
11744,1.0
14114,5.0
12989,5.0
6400,5.0
15387,4.0
4198,5.0
15589,5.0
17356,3.0
2162,5.0
16122,5.0
10286,3.0
16984,1.0
7884,5.0
3948,5.0
3999,4.0
938,5.0
16638,1.0
8487,5.0
17029,5.0
6131,5.0
3775,4.0
13393,4.0
17120,5.0
17550,4.0
4630,5.0
9768,5.0
20708,3.0
17923,2.0
12604,1.0
14486,4.0
10922,4.0
3987,5.0
11449,5.0
14361,5.0
2150,5.0
3404,5.0
19055,5.0
20728,4.0
1391,4.0
6232,5.0
23807,4.0
13110,5.0
20256,4.0
14180,2.0
12121,4.0
16628,1.0
8502,4.0
3963,3.0
8538,5.0
401,5.0
10000,5.0
5222,4.0
2915,5.0
22349,3.0
3930,5.0
4865,5.0
8351,5.0
15184,5.0
15683,5.0
10025,3.0
225,4.0
6856,5.0
10991,5.0
453,5.0
15709,4.0
7284,4.0
16923,4.0
2999,5.0
13381,4.0
21902,5.0
9161,2.0
4299,5.0
3779,4.0
7238,5.0
10974,3.0
6212,5.0
18017,5.0
22086,5.0
20861,5.0
8009,5.0
14208,5.0
8943,4.0
11891,5.0
21226,5.0
12124,3.0
10133,4.0
22553,5.0
3312,5.0
4909,5.0
4318,1.0
15009,5.0
239,4.0
10547,5.0
8682,5.0
10385,5.0
1619,5.0
2354,5.0
503,5.0
13300,5.0
18748,3.0
5140,4.0
4853,3.0
4550,5.0
114,5.0
4788,4.0
21658,4.0
4474,5.0
3672,5.0
12610,5.0
2375,4.0
18834,5.0
14546,3.0
7863,5.0
19168,4.0
17141,5.0
10959,4.0
7217,5.0
10438,4.0
5673,4.0
3947,5.0
11509,5.0
17814,4.0
21690,5.0
6722,2.0
22246,3.0
1190,5.0
1071,5.0
4687,5.0
14854,4.0
5839,4.0
12769,5.0
13142,4.0
20789,1.0
8716,5.0
11598,5.0
1759,4.0
11718,2.0
5793,5.0
20795,4.0
22281,4.0
144,5.0
20727,4.0
5477,3.0
17748,5.0
1195,5.0
2711,5.0
16330,4.0
15717,4.0
2891,2.0
17780,3.0
14018,5.0
6084,5.0
19556,5.0
753,4.0
5792,5.0
15128,4.0
4616,5.0
19214,1.0
7660,5.0
19102,5.0
21558,4.0
1779,5.0
2203,5.0
5988,5.0
15774,3.0
23235,5.0
22576,5.0
14115,4.0
2528,5.0
13432,4.0
13652,4.0
22216,4.0
4309,5.0
19156,5.0
18592,5.0
303,3.0
12447,5.0
21303,1.0
15678,2.0
18667,5.0
6219,5.0
5972,5.0
17452,5.0
21082,3.0
13171,1.0
5241,1.0
21382,5.0
15684,5.0
548,4.0
3361,5.0
8445,5.0
9451,5.0
3554,5.0
14177,3.0
3751,5.0
19985,5.0
11832,2.0
12871,5.0
5962,5.0
21747,5.0
5108,5.0
23781,4.0
15851,5.0
1662,5.0
12437,5.0
15691,5.0
11202,5.0
6693,4.0
7612,4.0
20772,3.0
8912,1.0
7225,5.0
18064,5.0
244,5.0
993,5.0
20974,5.0
10788,3.0
16701,5.0
22429,4.0
8684,4.0
22715,4.0
21442,3.0
20526,5.0
4846,4.0
9485,5.0
18600,4.0
17523,3.0
6293,4.0
12540,5.0
345,5.0
4031,3.0
14742,4.0
612,5.0
17174,4.0
10949,4.0
21110,5.0
4169,5.0
12139,5.0
14295,2.0
19,4.0
14651,2.0
1135,5.0
10104,5.0
10847,5.0
13398,3.0
9988,5.0
18989,4.0
9088,4.0
11033,5.0
15583,4.0
18826,5.0
21721,4.0
14967,1.0
8508,5.0
15618,5.0
17226,5.0
16939,1.0
22414,5.0
17286,2.0
3392,5.0
23528,4.0
15968,5.0
12533,5.0
4860,5.0
7263,4.0
744,5.0
1616,5.0
21583,5.0
11084,5.0
10767,3.0
14616,5.0
17384,4.0
1062,5.0
5145,5.0
21998,4.0
22856,2.0
2236,5.0
3026,4.0
8301,4.0
16408,5.0
8826,4.0
1329,5.0
7847,4.0
21529,3.0
21934,3.0
652,5.0
21477,4.0
17536,4.0
19123,4.0
16217,5.0
21240,5.0
3895,5.0
8724,4.0
15224,1.0
14160,5.0
9193,2.0
20560,5.0
5097,5.0
20815,5.0
3972,4.0
13385,4.0
3101,3.0
2006,4.0
14108,5.0
2517,4.0
12225,5.0
7670,5.0
12329,4.0
19419,5.0
14697,5.0
14919,4.0
20028,5.0
2596,5.0
9700,5.0
21601,3.0
32,4.0
6500,4.0
7442,5.0
7120,5.0
8994,5.0
10568,5.0
1685,5.0
10402,1.0
5221,5.0
13796,5.0
23384,5.0
19552,5.0
1510,5.0
15637,3.0
17757,5.0
15737,5.0
1426,5.0
3145,5.0
17002,3.0
12709,3.0
7875,5.0
19815,4.0
10149,5.0
21770,3.0
21310,4.0
11274,2.0
9566,4.0
17839,1.0
6623,4.0
4731,4.0
19664,5.0
2164,5.0
15254,4.0
21028,5.0
16046,4.0
12417,2.0
16375,5.0
21432,4.0
20531,4.0
21350,4.0
23798,3.0
21766,5.0
21081,4.0
2167,5.0
1257,5.0
20525,3.0
8075,5.0
179,4.0
14984,4.0
16727,4.0
13938,4.0
23410,5.0
4775,4.0
16097,4.0
22238,5.0
3423,5.0
13440,4.0
6362,4.0
15391,4.0
4609,5.0
23559,5.0
3670,3.0
22692,5.0
17756,5.0
10855,5.0
1070,5.0
16403,4.0
2870,5.0
15467,1.0
20771,5.0
16581,2.0
2850,5.0
12283,3.0
16099,4.0
15118,5.0
1952,5.0
18743,4.0
13120,1.0
3252,5.0
13629,3.0
22654,4.0
4971,5.0
18247,1.0
4889,5.0
21046,4.0
10556,5.0
14763,4.0
11182,3.0
6589,5.0
15223,1.0
23685,3.0
17218,5.0
2912,5.0
23585,5.0
16819,2.0
2864,3.0
23693,4.0
11771,4.0
16990,4.0
2782,5.0
17159,5.0
9484,5.0
10250,3.0
12045,5.0
5640,4.0
15602,5.0
8211,4.0
14081,2.0
19887,3.0
22127,3.0
3866,5.0
8952,3.0
12494,5.0
7162,4.0
16648,3.0
6217,4.0
13458,1.0
1259,5.0
23401,2.0
9227,4.0
5607,5.0
8870,5.0
22517,5.0
5107,5.0
9297,5.0
20511,5.0
14793,4.0
4784,5.0
15802,5.0
7812,5.0
12993,3.0
20414,5.0
9849,3.0
23678,5.0
23322,5.0
20233,3.0
3033,5.0
15815,5.0
21272,5.0
12448,5.0
20224,4.0
16897,5.0
6025,5.0
8769,4.0
2421,5.0
15,5.0
208,5.0
20223,3.0
12517,5.0
21163,4.0
4531,5.0
1141,5.0
10396,4.0
725,5.0
23413,4.0
3012,5.0
7343,4.0
4200,5.0
16297,5.0
2227,5.0
8152,5.0
4398,5.0
12996,4.0
21606,4.0
16438,3.0
18117,4.0
15177,5.0
406,4.0
17615,5.0
3590,4.0
23637,5.0
8820,5.0
5201,5.0
10217,1.0
18368,4.0
23363,5.0
4684,5.0
4240,5.0
18822,5.0
4056,5.0
3208,4.0
9490,4.0
23424,4.0
19250,5.0
20723,3.0
887,1.0
15087,4.0
17620,5.0
20202,5.0
20370,4.0
14679,5.0
7168,5.0
8860,3.0
12933,5.0
18213,4.0
4147,5.0
8787,3.0
21779,4.0
14609,5.0
599,5.0
18381,3.0
16258,4.0
15914,1.0
13538,4.0
15628,4.0
22583,5.0
9218,1.0
6089,4.0
20023,4.0
5600,5.0
21821,1.0
10610,1.0
18067,4.0
23181,3.0
8194,5.0
1709,5.0
22077,4.0
22870,4.0
22814,3.0
11007,3.0
3289,4.0
12787,4.0
12612,5.0
23785,4.0
4367,5.0
12320,3.0
530,1.0
316,3.0
3606,5.0
3474,4.0
897,3.0
21360,5.0
18267,1.0
5914,5.0
12369,4.0
21888,5.0
13813,4.0
2195,5.0
21142,4.0
31,4.0
22540,5.0
2387,5.0
109,4.0
19692,4.0
19563,4.0
7856,5.0
23237,5.0
17880,3.0
5757,5.0
13207,5.0
20500,4.0
15596,5.0
4396,1.0
14876,3.0
473,5.0
12842,5.0
19740,4.0
713,5.0
3989,4.0
9820,4.0
11849,5.0
14235,5.0
13487,5.0
15961,5.0
19573,1.0
21109,5.0
576,1.0
11669,5.0
2259,5.0
11276,2.0
14577,4.0
15987,5.0
3259,5.0
9109,5.0
3560,4.0
3457,5.0
6592,4.0
1584,5.0
19188,5.0
21424,5.0
11414,4.0
4427,4.0
13314,4.0
5889,5.0
10701,4.0
19894,3.0
6841,5.0
4468,5.0
13731,2.0
4884,5.0
1834,5.0
1058,2.0
15904,5.0
20175,4.0
19909,4.0
10997,5.0
12923,2.0
2095,3.0
9003,4.0
22501,3.0
16823,4.0
15739,4.0
17752,5.0
18337,5.0
16477,2.0
7497,5.0
10103,5.0
4507,5.0
7425,5.0
3773,5.0
5840,5.0
14836,5.0
2394,5.0
13673,2.0
12434,1.0
20517,5.0
16114,3.0
9932,4.0
19942,5.0
5192,4.0
14201,5.0
11850,5.0
17979,4.0
23135,5.0
23049,3.0
20363,4.0
9985,5.0
15398,2.0
5529,5.0
15376,4.0
4277,3.0
5787,5.0
2585,4.0
17105,4.0
12792,5.0
3653,4.0
16170,5.0
16513,2.0
5472,4.0
5016,5.0
5130,5.0
252,5.0
21618,4.0
13375,5.0
18828,5.0
5910,5.0
23192,5.0
16568,2.0
3834,5.0
13865,4.0
428,5.0
12383,4.0
6050,4.0
5745,5.0
20987,2.0
14429,5.0
13505,5.0
3328,5.0
16353,5.0
7110,5.0
3917,3.0
5532,5.0
7852,3.0
23456,5.0
21292,4.0
8869,5.0
198,4.0
20676,5.0
4424,5.0
8012,5.0
18945,5.0
13429,5.0
5768,5.0
11436,1.0
12155,5.0
14382,5.0
16729,4.0
9143,4.0
3990,4.0
15473,5.0
14822,5.0
15173,5.0
8904,5.0
12063,4.0
20207,4.0
22123,1.0
7397,4.0
629,5.0
16711,5.0
14717,5.0
10014,4.0
1516,5.0
1656,3.0
15139,5.0
14071,4.0
11263,5.0
4605,3.0
6782,3.0
21334,3.0
15352,4.0
22146,3.0
20552,5.0
13804,4.0
9889,2.0
237,4.0
9579,4.0
14485,4.0
14073,3.0
3957,5.0
6258,4.0
19915,4.0
6834,5.0
15231,2.0
19741,4.0
18160,4.0
14564,1.0
989,5.0
8267,5.0
6043,5.0
4772,5.0
18111,4.0
288,5.0
22895,2.0
21753,4.0
5090,5.0
23460,5.0
21740,4.0
8320,5.0
15866,3.0
4108,4.0
19201,2.0
15898,5.0
16471,5.0
14684,3.0
12761,5.0
338,5.0
20245,5.0
149,4.0
7068,5.0
14313,3.0
12289,3.0
5469,3.0
10692,5.0
12260,5.0
18438,5.0
18198,5.0
6132,5.0
13075,4.0
10530,4.0
12571,3.0
23801,5.0
14942,4.0
499,3.0
21503,5.0
4260,5.0
21849,5.0
9183,4.0
5178,5.0
22831,5.0
9883,3.0
20842,5.0
16201,4.0
11789,5.0
12935,5.0
8103,5.0
5298,5.0
7990,5.0
12478,3.0
3056,5.0
1390,4.0
16888,5.0
16808,2.0
13457,1.0
3718,4.0
23656,5.0
9660,5.0
15328,5.0
6357,5.0
12019,4.0
13006,5.0
13705,4.0
11035,5.0
2289,4.0
13768,4.0
10616,5.0
1333,5.0
2494,5.0
9263,5.0
1861,5.0
13781,3.0
8209,4.0
492,4.0
11871,4.0
2358,5.0
8174,5.0
19753,3.0
5788,5.0
376,4.0
7490,4.0
1350,4.0
7304,5.0
18801,5.0
8385,5.0
22306,4.0
1261,4.0
21563,4.0
12152,2.0
2982,5.0
83,1.0
19159,2.0
4668,5.0
4467,3.0
17634,5.0
4614,4.0
8160,5.0
13140,5.0
16529,5.0
14934,3.0
1161,5.0
9402,2.0
12143,5.0
20004,4.0
4026,5.0
11215,5.0
16089,5.0
2328,4.0
21684,4.0
7269,5.0
8443,5.0
17896,5.0
19354,5.0
7045,5.0
5688,5.0
23596,5.0
20549,5.0
20907,3.0
1957,4.0
20465,4.0
23571,5.0
1906,4.0
10885,5.0
2936,5.0
20280,4.0
192,4.0
23284,4.0
13105,4.0
20187,4.0
5013,5.0
11347,4.0
10970,5.0
12263,4.0
5486,4.0
22791,2.0
7155,4.0
7196,5.0
10685,5.0
10060,4.0
5697,5.0
1981,5.0
22649,3.0
20966,4.0
8633,4.0
22158,3.0
22841,5.0
13444,5.0
3247,4.0
11816,5.0
16667,4.0
11511,5.0
7124,4.0
14410,5.0
20558,4.0
12850,5.0
6536,5.0
22125,5.0
4781,5.0
621,5.0
8458,4.0
3416,4.0
14645,5.0
17913,5.0
22493,4.0
3735,5.0
9222,4.0
2391,4.0
7630,5.0
6000,5.0
21526,5.0
22614,4.0
18075,4.0
7501,5.0
4911,5.0
441,3.0
20766,4.0
7958,5.0
11882,5.0
17146,5.0
4239,5.0
12235,3.0
22335,4.0
6103,4.0
6526,5.0
21838,3.0
9079,5.0
16763,1.0
20877,4.0
14298,5.0
9260,3.0
8375,4.0
19227,1.0
9175,5.0
20856,4.0
10058,5.0
7685,5.0
173,5.0
18506,3.0
17929,4.0
567,5.0
21136,5.0
17097,5.0
228,4.0
7161,5.0
11221,3.0
10364,5.0
22592,5.0
9237,5.0
21412,4.0
21700,5.0
14841,2.0
12486,3.0
19028,5.0
23338,4.0
21254,4.0
22582,4.0
19293,5.0
16929,4.0
17511,5.0
23477,5.0
6795,5.0
15371,2.0
4493,4.0
